sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
948;SDS011;461;51.436;7.312;2022-10-11T14:12:39;8.53;;;2.80;;
948;SDS011;461;51.436;7.312;2022-10-11T14:24:08;5.13;;;2.80;;
948;SDS011;461;51.436;7.312;2022-10-11T14:35:53;10.53;;;2.07;;
948;SDS011;461;51.436;7.312;2022-10-11T14:38:22;6.50;;;1.97;;
948;SDS011;461;51.436;7.312;2022-10-11T14:40:58;8.63;;;3.03;;
948;SDS011;461;51.436;7.312;2022-10-11T14:52:42;5.20;;;2.10;;
948;SDS011;461;51.436;7.312;2022-10-11T14:55:14;5.80;;;2.13;;
948;SDS011;461;51.436;7.312;2022-10-11T15:46:20;6.73;;;2.10;;
948;SDS011;461;51.436;7.312;2022-10-11T15:52:02;3.83;;;2.57;;
948;SDS011;461;51.436;7.312;2022-10-11T16:04:08;6.90;;;2.57;;
948;SDS011;461;51.436;7.312;2022-10-11T16:06:56;8.27;;;2.63;;
948;SDS011;461;51.436;7.312;2022-10-11T16:09:53;6.87;;;2.90;;
948;SDS011;461;51.436;7.312;2022-10-11T16:42:36;11.63;;;4.70;;
948;SDS011;461;51.436;7.312;2022-10-11T16:45:09;9.13;;;5.00;;
948;SDS011;461;51.436;7.312;2022-10-11T16:50:50;17.30;;;5.83;;
948;SDS011;461;51.436;7.312;2022-10-11T16:53:16;14.67;;;6.37;;
948;SDS011;461;51.436;7.312;2022-10-11T16:56:13;13.97;;;6.70;;
948;SDS011;461;51.436;7.312;2022-10-11T16:58:39;13.87;;;6.40;;
948;SDS011;461;51.436;7.312;2022-10-11T17:01:09;11.70;;;5.37;;
948;SDS011;461;51.436;7.312;2022-10-11T17:03:35;12.13;;;6.07;;
948;SDS011;461;51.436;7.312;2022-10-11T17:06:02;11.23;;;6.13;;
948;SDS011;461;51.436;7.312;2022-10-11T17:08:31;11.07;;;5.80;;
948;SDS011;461;51.436;7.312;2022-10-11T17:11:27;12.13;;;5.50;;
