sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
92;SDS011;16232;48.800;9.002;2022-01-06T00:00:11;9.37;;;3.67;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:02:39;9.13;;;3.83;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:05:07;10.30;;;3.50;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:07:34;8.67;;;3.50;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:10:02;8.87;;;3.67;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:12:32;8.57;;;3.40;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:15:07;10.03;;;3.70;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:17:49;10.47;;;3.77;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:20:37;7.57;;;3.40;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:23:22;11.30;;;3.40;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:25:57;11.20;;;4.17;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:28:26;7.73;;;3.60;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:30:54;8.43;;;3.17;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:33:21;9.97;;;3.43;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:35:49;9.83;;;3.37;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:38:17;8.83;;;4.00;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:40:44;6.27;;;3.60;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:43:12;6.73;;;4.13;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:45:41;9.63;;;3.77;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:48:08;9.17;;;3.33;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:50:36;11.17;;;3.73;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:53:04;11.83;;;4.37;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:55:31;5.40;;;3.00;;
92;SDS011;16232;48.800;9.002;2022-01-06T00:57:59;7.50;;;3.47;;
92;SDS011;16232;48.800;9.002;2022-01-06T01:00:27;8.07;;;3.40;;
92;SDS011;16232;48.800;9.002;2022-01-06T01:03:04;8.37;;;3.03;;
92;SDS011;16232;48.800;9.002;2022-01-06T01:05:31;6.40;;;3.30;;
92;SDS011;16232;48.800;9.002;2022-01-06T01:07:59;7.50;;;2.93;;
92;SDS011;16232;48.800;9.002;2022-01-06T01:10:26;10.10;;;3.37;;
92;SDS011;16232;48.800;9.002;2022-01-06T01:12:54;6.07;;;3.03;;
92;SDS011;16232;48.800;9.002;2022-01-06T01:15:21;8.87;;;3.10;;
92;SDS011;16232;48.800;9.002;2022-01-06T01:17:49;11.17;;;3.33;;
92;SDS011;16232;48.800;9.002;2022-01-06T01:20:18;6.57;;;3.37;;
92;SDS011;16232;48.800;9.002;2022-01-06T01:22:46;10.87;;;4.00;;
92;SDS011;16232;48.800;9.002;2022-01-06T01:25:14;6.43;;;3.50;;
92;SDS011;16232;48.800;9.002;2022-01-06T01:27:41;6.53;;;3.23;;
92;SDS011;16232;48.800;9.002;2022-01-06T01:30:10;6.83;;;3.70;;
92;SDS011;16232;48.800;9.002;2022-01-06T01:32:40;8.93;;;3.87;;
