sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:01:18;21.35;56.95
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:03:44;21.35;56.96
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:06:12;21.37;57.00
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:08:39;21.34;56.97
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:11:16;21.35;57.00
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:13:43;21.32;56.98
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:16:10;21.34;57.00
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:18:36;21.32;56.98
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:21:06;21.34;57.04
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:23:33;21.32;57.01
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:26:02;21.34;57.02
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:28:28;21.32;57.05
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:30:53;21.32;57.13
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:33:19;21.32;57.14
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:35:47;21.34;57.10
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:38:17;21.34;57.15
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:40:45;21.34;57.20
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:43:18;21.31;57.10
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:45:45;21.31;57.12
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:48:10;21.32;57.19
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:50:38;21.31;57.29
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:53:06;21.30;57.25
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:55:34;21.32;57.31
74087;SHT30;62445;48.406;-4.518;2022-10-13T00:58:02;21.35;57.30
74087;SHT30;62445;48.406;-4.518;2022-10-13T01:00:30;21.37;57.37
