sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:02:06;24.12;30.11
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:04:32;24.09;30.04
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:07:01;24.11;30.05
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:09:27;24.12;30.02
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:11:58;24.11;30.02
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:14:24;24.09;29.97
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:16:50;24.09;29.94
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:19:15;24.14;29.96
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:21:41;24.12;29.93
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:24:07;24.11;29.93
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:26:32;24.11;29.93
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:28:57;24.09;29.93
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:31:23;24.07;29.88
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:33:49;24.11;29.91
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:36:15;24.11;29.85
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:38:41;24.12;29.85
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:41:12;24.11;29.79
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:43:42;24.09;29.84
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:46:14;24.11;29.79
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:48:42;24.11;29.79
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:51:11;24.09;29.84
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:53:38;24.11;29.78
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:56:04;24.11;29.79
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T00:58:34;24.09;29.79
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:01:19;24.11;29.79
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:03:45;24.12;29.75
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:06:13;24.11;29.75
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:08:39;24.08;29.74
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:11:08;24.12;29.70
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:13:35;24.11;29.72
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:16:00;24.11;29.69
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:18:27;24.09;29.72
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:20:52;24.11;29.69
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:23:21;24.08;29.66
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:25:46;24.11;29.67
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:28:25;24.09;29.69
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:30:52;24.11;29.67
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:33:22;24.12;29.70
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:36:00;24.09;29.70
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:38:26;24.09;29.67
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:40:52;24.08;29.68
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:43:20;24.09;29.65
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:48:38;24.09;29.71
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:51:09;24.09;29.67
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:53:37;24.09;29.67
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:56:06;24.08;29.63
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T01:58:34;24.09;29.67
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T02:01:01;24.12;29.65
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T02:03:27;24.09;29.58
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T02:06:00;24.09;29.63
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T02:08:27;24.09;29.58
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T02:10:55;24.11;29.60
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T02:13:22;24.09;29.57
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T02:15:48;24.09;29.62
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T02:18:14;24.11;29.61
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T02:20:45;24.11;29.55
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T02:23:14;24.09;29.55
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T02:26:02;24.11;29.56
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T02:28:48;24.09;29.54
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T02:31:18;24.09;29.53
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T02:33:45;24.09;29.49
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T02:36:14;24.09;29.48
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T02:38:39;24.12;29.48
76740;SHT30;65668;48.90471017;2.37743202;2023-03-16T02:41:14;24.09;29.45
