sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
92;SDS011;16232;48.800;9.002;2022-07-23T00:01:35;5.70;;;5.20;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:04:02;5.40;;;4.90;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:06:30;4.80;;;4.50;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:08:57;4.47;;;4.10;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:11:25;4.70;;;4.30;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:13:52;5.10;;;4.70;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:16:20;5.20;;;4.70;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:18:49;5.20;;;4.53;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:21:16;4.60;;;4.20;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:23:43;5.83;;;4.43;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:26:11;5.73;;;4.70;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:28:38;4.70;;;4.30;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:31:06;4.80;;;4.43;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:33:33;6.47;;;4.67;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:36:02;4.80;;;4.33;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:38:30;5.60;;;4.50;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:40:57;4.93;;;4.43;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:43:24;4.70;;;4.30;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:45:52;4.80;;;4.40;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:48:19;4.90;;;4.50;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:50:47;4.90;;;4.50;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:53:16;5.20;;;4.80;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:55:43;5.30;;;4.90;;
92;SDS011;16232;48.800;9.002;2022-07-23T00:58:11;4.77;;;4.37;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:00:38;5.23;;;4.83;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:03:06;4.70;;;4.30;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:05:33;5.33;;;4.93;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:08:01;5.30;;;4.80;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:10:29;5.20;;;4.80;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:12:57;5.63;;;4.47;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:15:24;5.03;;;4.63;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:17:52;5.40;;;4.90;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:20:19;5.60;;;5.10;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:22:48;4.37;;;4.07;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:25:16;5.07;;;4.67;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:27:43;4.80;;;4.40;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:30:11;4.37;;;4.07;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:32:39;4.87;;;4.47;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:35:07;5.23;;;4.83;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:37:35;5.50;;;5.00;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:40:04;5.67;;;4.73;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:42:32;5.10;;;4.60;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:44:59;4.83;;;4.43;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:47:26;4.90;;;4.50;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:49:54;5.00;;;4.43;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:52:21;4.77;;;4.37;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:54:49;5.23;;;4.73;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:57:17;5.23;;;4.83;;
92;SDS011;16232;48.800;9.002;2022-07-23T01:59:45;5.63;;;5.00;;
92;SDS011;16232;48.800;9.002;2022-07-23T02:02:12;4.93;;;4.53;;
92;SDS011;16232;48.800;9.002;2022-07-23T02:04:40;5.57;;;5.07;;
92;SDS011;16232;48.800;9.002;2022-07-23T02:07:07;5.23;;;4.73;;
92;SDS011;16232;48.800;9.002;2022-07-23T02:09:34;5.53;;;5.03;;
92;SDS011;16232;48.800;9.002;2022-07-23T02:12:02;6.53;;;5.43;;
92;SDS011;16232;48.800;9.002;2022-07-23T02:14:31;5.77;;;5.27;;
92;SDS011;16232;48.800;9.002;2022-07-23T02:16:58;5.77;;;5.10;;
92;SDS011;16232;48.800;9.002;2022-07-23T02:19:26;5.50;;;5.00;;
92;SDS011;16232;48.800;9.002;2022-07-23T02:21:53;5.67;;;5.17;;
92;SDS011;16232;48.800;9.002;2022-07-23T02:24:21;4.67;;;4.27;;
