sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
10008;BME280;5043;41.766;26.204;2022-10-20T00:00:59;101187.56;;;9.23;76.27
10008;BME280;5043;41.766;26.204;2022-10-20T00:03:26;101182.84;;;9.14;75.84
10008;BME280;5043;41.766;26.204;2022-10-20T00:05:52;101174.75;;;9.17;75.51
10008;BME280;5043;41.766;26.204;2022-10-20T00:08:18;101179.53;;;9.10;75.68
10008;BME280;5043;41.766;26.204;2022-10-20T00:10:54;101207.88;;;9.21;75.89
10008;BME280;5043;41.766;26.204;2022-10-20T00:13:20;101127.22;;;8.90;75.12
10008;BME280;5043;41.766;26.204;2022-10-20T00:15:53;101200.63;;;9.24;75.11
10008;BME280;5043;41.766;26.204;2022-10-20T00:18:21;101195.03;;;9.30;75.10
10008;BME280;5043;41.766;26.204;2022-10-20T00:20:47;101184.22;;;9.35;74.76
10008;BME280;5043;41.766;26.204;2022-10-20T00:23:12;101143.16;;;9.03;74.50
10008;BME280;5043;41.766;26.204;2022-10-20T00:25:38;101195.97;;;9.29;74.94
10008;BME280;5043;41.766;26.204;2022-10-20T00:28:04;101205.19;;;9.36;74.75
10008;BME280;5043;41.766;26.204;2022-10-20T00:30:30;101161.13;;;9.10;74.23
10008;BME280;5043;41.766;26.204;2022-10-20T00:32:55;101164.75;;;9.08;74.01
10008;BME280;5043;41.766;26.204;2022-10-20T00:35:21;101207.06;;;9.34;74.41
10008;BME280;5043;41.766;26.204;2022-10-20T00:37:46;101141.56;;;8.84;74.37
10008;BME280;5043;41.766;26.204;2022-10-20T00:40:12;101243.44;;;9.28;74.27
10008;BME280;5043;41.766;26.204;2022-10-20T00:42:37;101207.06;;;9.05;74.10
10008;BME280;5043;41.766;26.204;2022-10-20T00:45:13;101156.38;;;8.71;74.11
10008;BME280;5043;41.766;26.204;2022-10-20T00:47:46;101238.31;;;8.95;74.53
10008;BME280;5043;41.766;26.204;2022-10-20T00:50:17;101218.13;;;8.95;73.99
10008;BME280;5043;41.766;26.204;2022-10-20T00:52:45;101158.94;;;8.57;73.78
10008;BME280;5043;41.766;26.204;2022-10-20T00:55:13;101221.53;;;8.97;74.09
10008;BME280;5043;41.766;26.204;2022-10-20T00:57:41;101158.34;;;8.52;74.46
10008;BME280;5043;41.766;26.204;2022-10-20T01:00:09;101227.44;;;9.01;74.69
10008;BME280;5043;41.766;26.204;2022-10-20T01:02:35;101219.81;;;8.96;74.83
10008;BME280;5043;41.766;26.204;2022-10-20T01:05:00;101220.13;;;9.06;74.98
10008;BME280;5043;41.766;26.204;2022-10-20T01:07:26;101233.41;;;9.05;74.48
10008;BME280;5043;41.766;26.204;2022-10-20T01:09:52;101221.00;;;9.07;74.81
10008;BME280;5043;41.766;26.204;2022-10-20T01:12:29;101203.44;;;8.91;74.79
10008;BME280;5043;41.766;26.204;2022-10-20T01:17:44;101217.78;;;9.02;74.73
10008;BME280;5043;41.766;26.204;2022-10-20T01:30:57;101143.66;;;8.64;73.76
10008;BME280;5043;41.766;26.204;2022-10-20T01:36:10;101220.09;;;9.22;73.39
10008;BME280;5043;41.766;26.204;2022-10-20T01:38:47;101212.28;;;9.20;73.83
10008;BME280;5043;41.766;26.204;2022-10-20T01:41:30;101147.19;;;8.78;74.40
10008;BME280;5043;41.766;26.204;2022-10-20T01:43:59;101220.47;;;9.16;74.62
10008;BME280;5043;41.766;26.204;2022-10-20T01:46:25;101230.34;;;9.26;74.00
10008;BME280;5043;41.766;26.204;2022-10-20T01:48:52;101200.91;;;9.20;73.66
10008;BME280;5043;41.766;26.204;2022-10-20T01:51:18;101224.97;;;9.14;73.89
10008;BME280;5043;41.766;26.204;2022-10-20T01:53:44;101229.69;;;9.23;73.94
10008;BME280;5043;41.766;26.204;2022-10-20T01:56:17;101148.88;;;8.79;73.99
10008;BME280;5043;41.766;26.204;2022-10-20T02:03:51;101198.00;;;9.24;73.70
10008;BME280;5043;41.766;26.204;2022-10-20T02:08:58;101222.06;;;9.48;73.11
