sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
10008;BME280;5043;41.766;26.204;2023-02-21T00:01:13;101324.31;;;5.52;77.71
10008;BME280;5043;41.766;26.204;2023-02-21T00:03:57;101393.34;;;5.92;77.83
10008;BME280;5043;41.766;26.204;2023-02-21T00:06:43;101329.06;;;5.43;78.17
10008;BME280;5043;41.766;26.204;2023-02-21T00:09:27;101400.69;;;5.82;78.66
10008;BME280;5043;41.766;26.204;2023-02-21T00:12:11;101317.13;;;5.36;79.30
10008;BME280;5043;41.766;26.204;2023-02-21T00:14:55;101418.31;;;5.79;79.35
10008;BME280;5043;41.766;26.204;2023-02-21T00:17:39;101396.81;;;5.71;79.61
10008;BME280;5043;41.766;26.204;2023-02-21T00:20:22;101393.69;;;5.63;79.39
10008;BME280;5043;41.766;26.204;2023-02-21T00:23:06;101396.34;;;5.61;79.06
10008;BME280;5043;41.766;26.204;2023-02-21T00:25:50;101398.16;;;5.59;78.44
10008;BME280;5043;41.766;26.204;2023-02-21T00:28:34;101384.41;;;5.54;79.20
10008;BME280;5043;41.766;26.204;2023-02-21T00:31:18;101380.59;;;5.41;79.71
10008;BME280;5043;41.766;26.204;2023-02-21T00:34:02;101363.13;;;5.41;79.77
10008;BME280;5043;41.766;26.204;2023-02-21T00:36:46;101330.19;;;5.16;80.42
10008;BME280;5043;41.766;26.204;2023-02-21T00:39:30;101408.59;;;5.39;81.15
10008;BME280;5043;41.766;26.204;2023-02-21T00:42:14;101354.72;;;5.33;81.37
10008;BME280;5043;41.766;26.204;2023-02-21T00:44:58;101324.88;;;5.17;81.45
10008;BME280;5043;41.766;26.204;2023-02-21T00:47:42;101389.34;;;5.40;81.33
10008;BME280;5043;41.766;26.204;2023-02-21T00:50:26;101392.44;;;5.28;81.61
10008;BME280;5043;41.766;26.204;2023-02-21T00:53:10;101337.75;;;5.22;82.06
10008;BME280;5043;41.766;26.204;2023-02-21T00:55:53;101351.88;;;5.18;82.61
10008;BME280;5043;41.766;26.204;2023-02-21T00:58:38;101353.75;;;5.36;82.36
10008;BME280;5043;41.766;26.204;2023-02-21T01:01:21;101335.81;;;5.05;82.86
10008;BME280;5043;41.766;26.204;2023-02-21T01:04:05;101354.53;;;5.16;83.02
10008;BME280;5043;41.766;26.204;2023-02-21T01:06:50;101352.47;;;5.03;83.67
10008;BME280;5043;41.766;26.204;2023-02-21T01:09:34;101343.44;;;4.88;84.61
10008;BME280;5043;41.766;26.204;2023-02-21T01:12:18;101329.94;;;4.77;85.56
10008;BME280;5043;41.766;26.204;2023-02-21T01:15:03;101336.53;;;4.87;85.91
10008;BME280;5043;41.766;26.204;2023-02-21T01:17:47;101366.13;;;4.88;87.03
10008;BME280;5043;41.766;26.204;2023-02-21T01:20:31;101345.50;;;4.80;86.29
10008;BME280;5043;41.766;26.204;2023-02-21T01:23:14;101328.53;;;4.68;85.85
10008;BME280;5043;41.766;26.204;2023-02-21T01:25:58;101349.72;;;4.61;85.42
10008;BME280;5043;41.766;26.204;2023-02-21T01:28:42;101264.59;;;4.09;86.34
10008;BME280;5043;41.766;26.204;2023-02-21T01:31:26;101321.94;;;4.35;87.42
10008;BME280;5043;41.766;26.204;2023-02-21T01:34:10;101303.41;;;4.18;88.01
10008;BME280;5043;41.766;26.204;2023-02-21T01:36:54;101254.81;;;3.91;88.23
10008;BME280;5043;41.766;26.204;2023-02-21T01:39:38;101292.41;;;4.10;88.98
10008;BME280;5043;41.766;26.204;2023-02-21T01:42:22;101324.25;;;4.20;89.22
10008;BME280;5043;41.766;26.204;2023-02-21T01:48:14;101251.78;;;3.78;89.51
10008;BME280;5043;41.766;26.204;2023-02-21T01:51:02;101264.75;;;4.04;89.61
10008;BME280;5043;41.766;26.204;2023-02-21T01:53:46;101288.53;;;4.20;88.51
10008;BME280;5043;41.766;26.204;2023-02-21T01:56:31;101290.69;;;4.32;86.22
