sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
10006;BME280;5042;42.626;23.382;2022-02-21T00:00:53;94421.06;;;7.09;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:03:20;94418.72;;;7.30;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:05:47;94424.09;;;7.37;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:08:15;94397.38;;;7.35;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:10:42;94419.44;;;7.63;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:13:10;94416.00;;;7.71;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:15:37;94423.63;;;7.73;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:18:04;94414.47;;;7.77;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:20:31;94391.38;;;7.65;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:22:58;94425.69;;;7.85;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:25:26;94418.31;;;7.89;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:27:53;94417.97;;;7.92;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:30:20;94412.44;;;7.95;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:32:47;94410.47;;;7.97;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:35:13;94413.06;;;7.97;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:37:40;94397.81;;;7.86;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:40:08;94399.19;;;7.97;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:42:37;94375.97;;;7.48;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:45:04;94391.63;;;7.79;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:47:33;94389.84;;;7.48;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:49:59;94387.34;;;7.55;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:52:27;94382.22;;;7.38;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:54:54;94374.03;;;7.41;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:57:20;94382.00;;;7.48;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T00:59:49;94377.66;;;7.40;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T01:02:15;94377.56;;;7.17;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T01:04:42;94377.81;;;7.31;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T01:07:09;94365.34;;;7.18;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T01:09:36;94368.13;;;7.08;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T01:12:03;94363.28;;;6.97;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T01:14:30;94353.88;;;6.79;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T01:16:58;94363.28;;;6.97;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T01:19:25;94354.81;;;7.03;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T01:21:52;94348.91;;;7.09;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T01:24:19;94352.78;;;7.21;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T01:26:45;94346.41;;;7.24;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T01:29:12;94338.09;;;7.20;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T01:31:39;94342.31;;;7.30;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T01:34:07;94340.66;;;7.37;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T01:36:34;94344.03;;;7.46;100.00
10006;BME280;5042;42.626;23.382;2022-02-21T01:39:01;94335.41;;;7.45;100.00
